country_iso,vaccstats_id
ARG,14277
ARG,14278
ARG,14279
ARG,14280
ARG,14281
ARG,14282
ARG,14283
ARG,14284
ARG,14285
ARG,14286
ARG,14287
ARG,14288
ARG,14289
ARG,14290
ARG,14291
ARG,14292
ARG,14293
ARG,14294
ARG,14295
ARG,14296
ARG,14297
ARG,14298
ARG,14299
ARG,14300
ARG,14301
ARG,14302
ARG,14303
ARG,14304
ARG,14305
ARG,14306
ARG,14307
ARG,14308
ARG,14309
ARG,14310
ARG,14311
ARG,14312
ARG,14313
ARG,14314
ARG,14315
ARG,14316
ARG,14317
ARG,14318
ARG,14319
ARG,14320
ARG,14321
ARG,14322
ARG,14323
ARG,14324
ARG,14325
ARG,14326
ARG,14327
ARG,14328
ARG,14329
ARG,14330
ARG,14331
ARG,14332
ARG,14333
ARG,14334
ARG,14335
ARG,14336
ARG,14337
ARG,14338
ARG,14339
ARG,14340
ARG,14341
ARG,14342
ARG,14343
ARG,14344
ARG,14345
ARG,14346
ARG,14347
ARG,14348
ARG,14349
ARG,14350
ARG,14351
ARG,14352
ARG,14353
ARG,14354
ARG,14355
ARG,14356
ARG,14357
ARG,14358
ARG,14359
ARG,14360
ARG,14361
ARG,14362
ARG,14363
ARG,14364
ARG,14365
ARG,14366
ARG,14367
ARG,14368
ARG,14369
ARG,14370
ARG,14371
ARG,14372
ARG,14373
ARG,14374
ARG,14375
ARG,14376
ARG,14377
ARG,14378
ARG,14379
ARG,14380
ARG,14381
ARG,14382
ARG,14383
ARG,14384
ARG,14385
ARG,14386
ARG,14387
ARG,14388
ARG,14389
ARG,14390
ARG,14391
ARG,14392
ARG,14393
ARG,14394
ARG,14395
ARG,14396
ARG,14397
ARG,14398
ARG,14399
ARG,14400
ARG,14401
ARG,14402
ARG,14403
ARG,14404
ARG,14405
ARG,14406
ARG,14407
ARG,14408
ARG,14409
ARG,14410
ARG,14411
ARG,14412
ARG,14413
ARG,14414
ARG,14415
ARG,14416
ARG,14417
ARG,14418
ARG,14419
ARG,14420
ARG,14421
ARG,14422
ARG,14423
ARG,14424
ARG,14425
ARG,14426
ARG,14427
ARG,14428
ARG,14429
ARG,14430
ARG,14431
ARG,14432
ARG,14433
ARG,14434
ARG,14435
ARG,14436
ARG,14437
ARG,14438
ARG,14439
ARG,14440
ARG,14441
ARG,14442
ARG,14443
ARG,14444
ARG,14445
ARG,14446
ARG,14447
ARG,14448
ARG,14449
ARG,14450
ARG,14451
ARG,14452
ARG,14453
ARG,14454
ARG,14455
ARG,14456
ARG,14457
ARG,14458
ARG,14459
ARG,14460
ARG,14461
ARG,14462
ARG,14463
ARG,14464
ARG,14465
ARG,14466
ARG,14467
ARG,14468
ARG,14469
ARG,14470
ARG,14471
ARG,14472
ARG,14473
ARG,14474
ARG,14475
ARG,14476
ARG,14477
ARG,14478
ARG,14479
ARG,14480
ARG,14481
ARG,14482
ARG,14483
ARG,14484
ARG,14485
ARG,14486
ARG,14487
ARG,14488
ARG,14489
ARG,14490
ARG,14491
ARG,14492
ARG,14493
ARG,14494
ARG,14495
ARG,14496
ARG,14497
ARG,14498
ARG,14499
ARG,14500
ARG,14501
ARG,14502
ARG,14503
ARG,14504
ARG,14505
ARG,14506
ARG,14507
ARG,14508
ARG,14509
ARG,14510
ARG,14511
ARG,14512
ARG,14513
ARG,14514
ARG,14515
ARG,14516
ARG,14517
ARG,14518
ARG,14519
ARG,14520
ARG,14521
ARG,14522
ARG,14523
ARG,14524
ARG,14525
ARG,14526
ARG,14527
ARG,14528
ARG,14529
ARG,14530
ARG,14531
ARG,14532
ARG,14533
ARG,14534
ARG,14535
ARG,14536
ARG,14537
ARG,14538
ARG,14539
ARG,14540
ARG,14541
ARG,14542
ARG,14543
ARG,14544
ARG,14545
ARG,14546
ARG,14547
ARG,14548
ARG,14549
ARG,14550
ARG,14551
ARG,14552
ARG,14553
ARG,14554
ARG,14555
ARG,14556
ARG,14557
ARG,14558
ARG,14559
ARG,14560
ARG,14561
ARG,14562
ARG,14563
ARG,14564
ARG,14565
ARG,14566
ARG,14567
ARG,14568
ARG,14569
ARG,14570
ARG,14571
ARG,14572
ARG,14573
ARG,14574
ARG,14575
ARG,14576
ARG,14577
ARG,14578
ARG,14579
ARG,14580
ARG,14581
ARG,14582
ARG,14583
ARG,14584
ARG,14585
ARG,14586
ARG,14587
ARG,14588
ARG,14589
ARG,14590
ARG,14591
ARG,14592
ARG,14593
ARG,14594
ARG,14595
ARG,14596
ARG,14597
ARG,14598
ARG,14599
ARG,14600
ARG,14601
ARG,14602
ARG,14603
ARG,14604
ARG,14605
ARG,14606
ARG,14607
ARG,14608
ARG,14609
ARG,14610
ARG,14611
ARG,14612
ARG,14613
ARG,14614
ARG,14615
ARG,14616
ARG,14617
ARG,14618
ARG,14619
ARG,14620
ARG,14621
ARG,14622
ARG,14623
ARG,14624
ARG,14625
ARG,14626
ARG,14627
ARG,14628
ARG,14629
ARG,14630
ARG,14631
ARG,14632
ARG,14633
ARG,14634
ARG,14635
ARG,14636
ARG,14637
ARG,14638
ARG,14639
ARG,14640
ARG,14641
ARG,14642
ARG,14643
ARG,14644
ARG,14645
ARG,14646
ARG,14647
ARG,14648
ARG,14649
ARG,14650
ARG,14651
ARG,14652
ARG,14653
ARG,14654
ARG,14655
ARG,14656
ARG,14657
ARG,14658
ARG,14659
ARG,14660
ARG,14661
ARG,14662
ARG,14663
ARG,14664
ARG,14665
ARG,14666
ARG,14667
ARG,14668
ARG,14669
ARG,14670
ARG,14671
ARG,14672
ARG,14673
ARG,14674
ARG,14675
ARG,14676
ARG,14677
ARG,14678
ARG,14679
ARG,14680
ARG,14681
ARG,14682
ARG,14683
ARG,14684
ARG,14685
ARG,14686
ARG,14687
ARG,14688
ARG,14689
ARG,14690
ARG,14691
ARG,14692
ARG,14693
ARG,14694
ARG,14695
ARG,14696
ARG,14697
ARG,14698
ARG,14699
ARG,14700
ARG,14701
ARG,14702
ARG,14703
ARG,14704
ARG,14705
ARG,14706
ARG,14707
ARG,14708
ARG,14709
ARG,14710
ARG,14711
ARG,14712
ARG,14713
ARG,14714
ARG,14715
ARG,14716
ARG,14717
ARG,14718
ARG,14719
ARG,14720
ARG,14721
ARG,14722
ARG,14723
ARG,14724
ARG,14725
ARG,14726
ARG,14727
ARG,14728
ARG,14729
ARG,14730
ARG,14731
ARG,14732
ARG,14733
ARG,14734
ARG,14735
ARG,14736
ARG,14737
ARG,14738
ARG,14739
ARG,14740
ARG,14741
ARG,14742
ARG,14743
ARG,14744
ARG,14745
ARG,14746
ARG,14747
ARG,14748
ARG,14749
ARG,14750
ARG,14751
ARG,14752
ARG,14753
ARG,14754
ARG,14755
ARG,14756
ARG,14757
ARG,14758
ARG,14759
ARG,14760
ARG,14761
ARG,14762
ARG,14763
ARG,14764
ARG,14765
ARG,14766
ARG,14767
ARG,14768
ARG,14769
ARG,14770
ARG,14771
ARG,14772
ARG,14773
ARG,14774
ARG,14775
ARG,14776
ARG,14777
ARG,14778
ARG,14779
ARG,14780
ARG,14781
ARG,14782
ARG,14783
ARG,14784
ARG,14785
ARG,14786
ARG,14787
ARG,14788
ARG,14789
ARG,14790
ARG,14791
ARG,14792
ARG,14793
ARG,14794
ARG,14795
ARG,14796
ARG,14797
ARG,14798
ARG,14799
ARG,14800
ARG,14801
ARG,14802
ARG,14803
ARG,14804
ARG,14805
ARG,14806
ARG,14807
ARG,14808
ARG,14809
ARG,14810
ARG,14811
ARG,14812
ARG,14813
ARG,14814
ARG,14815
ARG,14816
ARG,14817
ARG,14818
ARG,14819
ARG,14820
ARG,14821
ARG,14822
ARG,14823
ARG,14824
ARG,14825
ARG,14826
ARG,14827
ARG,14828
ARG,14829
ARG,14830
ARG,14831
ARG,14832
ARG,14833
ARG,14834
ARG,14835
ARG,14836
ARG,14837
ARG,14838
ARG,14839
ARG,14840
ARG,14841
ARG,14842
ARG,14843
ARG,14844
ARG,14845
ARG,14846
ARG,14847
ARG,14848
ARG,14849
ARG,14850
ARG,14851
ARG,14852
ARG,14853
ARG,14854
ARG,14855
ARG,14856
ARG,14857
ARG,14858
ARG,14859
ARG,14860
ARG,14861
ARG,14862
ARG,14863
ARG,14864
ARG,14865
ARG,14866
ARG,14867
ARG,14868
ARG,14869
ARG,14870
ARG,14871
ARG,14872
ARG,14873
ARG,14874
ARG,14875
ARG,14876
ARG,14877
ARG,14878
ARG,14879
ARG,14880
ARM,15522
ARM,15561
ARM,15568
ARM,15575
ARM,15582
ARM,15589
ARM,15603
ARM,15610
ARM,15624
ARM,15631
ARM,15638
ARM,15645
ARM,15652
ARM,15659
ARM,15666
ARM,15673
ARM,15680
ARM,15687
ARM,15694
ARM,15701
ARM,15716
ARM,15722
ARM,15729
ARM,15736
ARM,15743
ARM,15750
ARM,15757
ARM,15764
ARM,15772
ARM,15778
ARM,15785
ARM,15792
ARM,15799
ARM,15806
ARM,15814
ARM,15820
ARM,15827
ARM,15834
ARM,15841
ARM,15855
ARM,15869
ARM,15876
ARM,16268
ARM,16296
ARM,16317
ARM,16408
ARM,16436
ABW,17194
ABW,17206
ABW,17208
ABW,17209
ABW,17210
ABW,17211
ABW,17212
ABW,17213
ABW,17214
ABW,17215
ABW,17216
ABW,17217
ABW,17218
ABW,17219
ABW,17220
ABW,17221
ABW,17222
ABW,17224
ABW,17225
ABW,17226
ABW,17229
ABW,17230
ABW,17231
ABW,17232
ABW,17233
ABW,17234
ABW,17236
ABW,17237
ABW,17238
ABW,17239
ABW,17240
ABW,17241
ABW,17243
ABW,17244
ABW,17245
ABW,17246
ABW,17247
ABW,17248
ABW,17249
ABW,17250
ABW,17251
ABW,17252
ABW,17253
ABW,17254
ABW,17255
ABW,17257
ABW,17258
ABW,17259
ABW,17260
ABW,17261
ABW,17263
ABW,17264
ABW,17265
ABW,17266
ABW,17267
ABW,17268
ABW,17269
ABW,17271
ABW,17272
ABW,17273
ABW,17274
ABW,17275
ABW,17277
ABW,17278
ABW,17279
ABW,17280
ABW,17281
ABW,17284
ABW,17285
ABW,17286
ABW,17287
ABW,17288
ABW,17289
ABW,17292
ABW,17293
ABW,17294
ABW,17295
ABW,17296
ABW,17297
ABW,17299
ABW,17300
ABW,17301
ABW,17302
ABW,17303
ABW,17306
ABW,17307
ABW,17308
ABW,17309
ABW,17310
ABW,17313
ABW,17314
ABW,17315
ABW,17316
ABW,17317
ABW,17318
ABW,17319
ABW,17320
ABW,17321
ABW,17322
ABW,17323
ABW,17324
ABW,17327
ABW,17328
ABW,17329
ABW,17330
ABW,17331
ABW,17334
ABW,17335
ABW,17336
