country_iso,covidcase_id
AFG,350
AFG,351
AFG,352
AFG,353
AFG,354
AFG,355
AFG,356
AFG,357
AFG,358
AFG,359
AFG,360
AFG,361
AFG,362
AFG,363
AFG,364
AFG,365
AFG,366
AFG,367
AFG,368
AFG,369
AFG,370
AFG,371
AFG,372
AFG,373
AFG,374
AFG,375
AFG,376
AFG,377
AFG,378
AFG,379
AFG,380
AFG,381
AFG,382
AFG,383
AFG,384
AFG,385
AFG,386
AFG,387
AFG,388
AFG,389
AFG,390
AFG,391
AFG,392
AFG,393
AFG,394
AFG,395
AFG,396
AFG,397
AFG,398
AFG,399
AFG,400
AFG,401
AFG,402
AFG,403
AFG,404
AFG,405
AFG,406
AFG,407
AFG,408
AFG,409
AFG,410
AFG,411
AFG,412
AFG,413
AFG,414
AFG,415
AFG,416
AFG,417
AFG,418
AFG,419
AFG,420
AFG,421
AFG,422
AFG,423
AFG,424
AFG,425
AFG,426
AFG,427
AFG,428
AFG,429
AFG,430
AFG,431
AFG,432
AFG,433
AFG,434
AFG,435
AFG,436
AFG,437
AFG,438
AFG,439
AFG,440
AFG,441
AFG,442
AFG,443
AFG,444
AFG,445
AFG,446
AFG,447
AFG,448
AFG,449
AFG,450
AFG,451
AFG,452
AFG,453
AFG,454
AFG,455
AFG,456
AFG,457
AFG,458
AFG,459
AFG,460
AFG,461
AFG,462
AFG,463
AFG,464
AFG,465
AFG,466
AFG,467
AFG,468
AFG,469
AFG,470
AFG,471
AFG,472
AFG,473
AFG,474
AFG,475
AFG,476
AFG,477
AFG,478
AFG,479
AFG,480
AFG,481
AFG,482
AFG,483
AFG,484
AFG,485
AFG,486
AFG,487
AFG,488
AFG,489
AFG,490
AFG,491
AFG,492
AFG,493
AFG,494
AFG,495
AFG,496
AFG,497
AFG,498
AFG,499
AFG,500
AFG,501
AFG,502
AFG,503
AFG,504
AFG,505
AFG,506
AFG,507
AFG,508
AFG,509
AFG,510
AFG,511
AFG,512
AFG,513
AFG,514
AFG,515
AFG,516
AFG,517
AFG,518
AFG,519
AFG,520
AFG,521
AFG,522
AFG,523
AFG,524
AFG,525
AFG,526
AFG,527
AFG,528
AFG,529
AFG,530
AFG,531
AFG,532
AFG,533
AFG,534
AFG,535
AFG,536
AFG,537
AFG,538
AFG,539
AFG,540
AFG,541
AFG,542
AFG,543
AFG,544
AFG,545
AFG,546
AFG,547
AFG,548
AFG,549
AFG,550
AFG,551
AFG,552
AFG,553
AFG,554
AFG,555
AFG,556
AFG,557
AFG,558
AFG,559
AFG,560
AFG,561
AFG,562
AFG,563
AFG,564
AFG,565
AFG,566
AFG,567
AFG,568
AFG,569
AFG,570
AFG,571
AFG,572
AFG,573
AFG,574
AFG,575
AFG,576
AFG,577
AFG,578
AFG,579
AFG,580
AFG,581
AFG,582
AFG,583
AFG,584
AFG,585
AFG,586
AFG,587
AFG,588
AFG,589
AFG,590
AFG,591
AFG,592
AFG,593
AFG,594
AFG,595
AFG,596
AFG,597
AFG,598
AFG,599
AFG,600
AFG,601
AFG,602
AFG,603
AFG,604
AFG,605
AFG,606
AFG,607
AFG,608
AFG,609
AFG,610
AFG,611
AFG,612
AFG,613
AFG,614
AFG,615
AFG,616
AFG,617
AFG,618
AFG,619
AFG,620
AFG,621
AFG,622
AFG,623
AFG,624
AFG,625
AFG,626
AFG,627
AFG,628
AFG,629
AFG,630
AFG,631
AFG,632
AFG,633
AFG,634
AFG,635
AFG,636
AFG,637
AFG,638
AFG,639
AFG,640
AFG,641
AFG,642
AFG,643
AFG,644
AFG,645
AFG,646
AFG,647
AFG,648
AFG,649
AFG,650
AFG,651
AFG,652
AFG,653
AFG,654
AFG,655
AFG,656
AFG,657
AFG,658
AFG,659
AFG,660
AFG,661
AFG,662
AFG,663
AFG,664
AFG,665
AFG,666
AFG,667
AFG,668
AFG,669
AFG,670
AFG,671
AFG,672
AFG,673
AFG,674
AFG,675
AFG,676
AFG,677
AFG,678
AFG,679
AFG,680
AFG,681
AFG,682
AFG,683
AFG,684
AFG,685
AFG,686
AFG,687
AFG,688
AFG,689
AFG,690
AFG,691
AFG,692
AFG,693
AFG,694
AFG,695
AFG,696
AFG,697
AFG,698
AFG,699
AFG,700
AFG,701
AFG,702
AFG,703
AFG,704
AFG,705
AFG,706
AFG,707
AFG,708
AFG,709
AFG,710
AFG,711
AFG,712
AFG,713
AFG,714
AFG,715
AFG,716
AFG,717
AFG,718
AFG,719
AFG,720
AFG,721
AFG,722
AFG,723
AFG,724
AFG,725
AFG,726
AFG,727
AFG,728
AFG,729
AFG,730
AFG,731
AFG,732
AFG,733
AFG,734
AFG,735
AFG,736
AFG,737
AFG,738
AFG,739
AFG,740
AFG,741
AFG,742
AFG,743
AFG,744
AFG,745
AFG,746
AFG,747
AFG,748
AFG,749
AFG,750
AFG,751
AFG,752
AFG,753
AFG,754
AFG,755
AFG,756
AFG,757
AFG,758
AFG,759
AFG,760
AFG,761
AFG,762
AFG,763
AFG,764
AFG,765
AFG,766
AFG,767
AFG,768
AFG,769
AFG,770
AFG,771
AFG,772
AFG,773
AFG,774
AFG,775
AFG,776
AFG,777
AFG,778
AFG,779
AFG,780
AFG,781
AFG,782
AFG,783
AFG,784
AFG,785
AFG,786
AFG,787
AFG,788
AFG,789
AFG,790
AFG,791
AFG,792
AFG,793
AFG,794
AFG,795
AFG,796
AFG,797
AFG,798
AFG,799
AFG,800
AFG,801
AFG,802
AFG,803
AFG,804
AFG,805
AFG,806
AFG,807
AFG,808
AFG,809
AFG,810
AFG,811
AFG,812
AFG,813
AFG,814
AFG,815
AFG,816
AFG,817
AFG,818
AFG,819
AFG,820
AFG,821
AFG,822
AFG,823
AFG,824
AFG,825
AFG,826
AFG,827
AFG,828
AFG,829
AFG,830
AFG,831
AFG,832
AFG,833
AFG,834
AFG,835
AFG,836
AFG,837
AFG,838
AFG,839
AFG,840
AFG,841
AFG,842
AFG,843
AFG,844
AFG,845
AFG,846
AFG,847
AFG,848
AFG,849
AFG,850
AFG,851
AFG,852
AFG,853
AFG,854
AFG,855
AFG,856
AFG,857
AFG,858
AFG,859
AFG,860
AFG,861
AFG,862
AFG,863
AFG,864
AFG,865
AFG,866
AFG,867
AFG,868
AFG,869
AFG,870
AFG,871
AFG,872
AFG,873
AFG,874
AFG,875
AFG,876
AFG,877
AFG,878
AFG,879
AFG,880
AFG,881
AFG,882
AFG,883
AFG,884
AFG,885
AFG,886
AFG,887
AFG,888
AFG,889
AFG,890
AFG,891
AFG,892
AFG,893
AFG,894
AFG,895
AFG,896
AFG,897
AFG,898
AFG,899
AFG,900
AFG,901
AFG,902
AFG,903
AFG,904
AFG,905
AFG,906
AFG,907
AFG,908
AFG,909
AFG,910
AFG,911
AFG,912
AFG,913
AFG,914
AFG,915
AFG,916
AFG,917
AFG,918
AFG,919
AFG,920
AFG,921
AFG,922
AFG,923
AFG,924
AFG,925
AFG,926
AFG,927
AFG,928
AFG,929
AFG,930
AFG,931
AFG,932
AFG,933
AFG,934
AFG,935
AFG,936
AFG,937
AFG,938
AFG,939
AFG,940
AFG,941
AFG,942
AFG,943
AFG,944
AFG,945
AFG,946
AFG,947
AFG,948
AFG,949
AFG,950
AFG,951
AFG,952
AFG,953
AFG,954
AFG,955
AFG,956
AFG,957
AFG,958
AFG,959
AFG,960
AFG,961
AFG,962
AFG,963
AFG,964
AFG,965
AFG,966
AFG,967
AFG,968
AFG,969
AFG,970
AFG,971
AFG,972
AFG,973
AFG,974
AFG,975
AFG,976
AFG,977
AFG,978
AFG,979
AFG,980
AFG,981
AFG,982
AFG,983
AFG,984
AFG,985
AFG,986
AFG,987
AFG,988
AFG,989
AFG,990
AFG,991
AFG,992
AFG,993
AFG,994
AFG,995
AFG,996
AFG,997
AFG,998
AFG,999
AFG,1000
AFG,1001
AFG,1002
AFG,1003
AFG,1004
AFG,1005
AFG,1006
AFG,1007
AFG,1008
AFG,1009
AFG,1010
AFG,1011
AFG,1012
AFG,1013
AFG,1014
AFG,1015
AFG,1016
AFG,1017
AFG,1018
AFG,1019
AFG,1020
AFG,1021
AFG,1022
AFG,1023
AFG,1024
AFG,1025
AFG,1026
AFG,1027
AFG,1028
AFG,1029
AFG,1030
AFG,1031
AFG,1032
AFG,1033
AFG,1034
AFG,1035
AFG,1036
AFG,1037
AFG,1038
AFG,1039
AFG,1040
AFG,1041
AFG,1042
AFG,1043
AFG,1044
AFG,1045
AFG,1046
AFG,1047
AFG,1048
AFG,1049
AFG,1050
AFG,1051
AFG,1052
AFG,1053
AFG,1054
AFG,1055
AFG,1056
AFG,1057
AFG,1058
AFG,1059
AFG,1060
AFG,1061
AFG,1062
AFG,1063
AFG,1064
AFG,1065
AFG,1066
AFG,1067
AFG,1068
AFG,1069
AFG,1070
AFG,1071
AFG,1072
AFG,1073
AFG,1074
AFG,1075
AFG,1076
AFG,1077
AFG,1078
AFG,1079
AFG,1080
AFG,1081
AFG,1082
AFG,1083
AFG,1084
AFG,1085
AFG,1086
AFG,1087
AFG,1088
AFG,1089
AFG,1090
AFG,1091
AFG,1092
AFG,1093
AFG,1094
AFG,1095
AFG,1096
AFG,1097
AFG,1098
AFG,1099
AFG,1100
AFG,1101
AFG,1102
AFG,1103
AFG,1104
AFG,1105
AFG,1106
AFG,1107
AFG,1108
AFG,1109
AFG,1110
AFG,1111
AFG,1112
AFG,1113
AFG,1114
AFG,1115
AFG,1116
AFG,1117
AFG,1118
AFG,1119
AFG,1120
AFG,1121
AFG,1122
AFG,1123
AFG,1124
AFG,1125
AFG,1126
AFG,1127
AFG,1128
AFG,1129
AFG,1130
AFG,1131
AFG,1132
AFG,1133
AFG,1134
AFG,1135
AFG,1136
AFG,1137
AFG,1138
AFG,1139
AFG,1140
AFG,1141
AFG,1142
AFG,1143
AFG,1144
AFG,1145
AFG,1146
AFG,1147
AFG,1148
AFG,1149
AFG,1150
AFG,1151
AFG,1152
AFG,1153
AFG,1154
AFG,1155
AFG,1156
AFG,1157
AFG,1158
AFG,1159
AFG,1160
AFG,1161
AFG,1162
AFG,1163
AFG,1164
AFG,1165
AFG,1166
AFG,1167
AFG,1168
AFG,1169
AFG,1170
AFG,1171
AFG,1172
AFG,1173
AFG,1174
AFG,1175
AFG,1176
AFG,1177
AFG,1178
AFG,1179
AFG,1180
AFG,1181
AFG,1182
AFG,1183
AFG,1184
AFG,1185
AFG,1186
AFG,1187
AFG,1188
AFG,1189
AFG,1190
AFG,1191
AFG,1192
AFG,1193
AFG,1194
AFG,1195
AFG,1196
AFG,1197
AFG,1198
AFG,1199
AFG,1200
AFG,1201
AFG,1202
AFG,1203
AFG,1204
AFG,1205
AFG,1206
AFG,1207
AFG,1208
AFG,1209
AFG,1210
AFG,1211
AFG,1212
AFG,1213
AFG,1214
AFG,1215
AFG,1216
AFG,1217
AFG,1218
AFG,1219
AFG,1220
AFG,1221
AFG,1222
AFG,1223
AFG,1224
AFG,1225
AFG,1226
AFG,1227
AFG,1228
AFG,1229
AFG,1230
AFG,1231
AFG,1232
AFG,1233
AFG,1234
AFG,1235
AFG,1236
AFG,1237
AFG,1238
AFG,1239
AFG,1240
AFG,1241
AFG,1242
AFG,1243
AFG,1244
AFG,1245
AFG,1246
AFG,1247
AFG,1248
AFG,1249
AFG,1250
AFG,1251
AFG,1252
AFG,1253
AFG,1254
AFG,1255
AFG,1256
AFG,1257
AFG,1258
AFG,1259
AFG,1260
AFG,1261
AFG,1262
AFG,1263
AFG,1264
AFG,1265
AFG,1266
AFG,1267
AFG,1268
AFG,1269
AFG,1270
AFG,1271
AFG,1272
AFG,1273
AFG,1274
AFG,1275
AFG,1276
AFG,1277
AFG,1278
AFG,1279
AFG,1280
AFG,1281
AFG,1282
AFG,1283
AFG,1284
AFG,1285
AFG,1286
AFG,1287
AFG,1288
AFG,1289
AFG,1290
AFG,1291
AFG,1292
AFG,1293
AFG,1294
AFG,1295
AFG,1296
AFG,1297
AFG,1298
AFG,1299
AFG,1300
AFG,1301
AFG,1302
AFG,1303
AFG,1304
AFG,1305
AFG,1306
AFG,1307
AFG,1308
AFG,1309
AFG,1310
AFG,1311
AFG,1312
AFG,1313
AFG,1314
AFG,1315
AFG,1316
AFG,1317
AFG,1318
AFG,1319
AFG,1320
AFG,1321
AFG,1322
AFG,1323
AFG,1324
AFG,1325
AFG,1326
AFG,1327
AFG,1328
AFG,1329
AFG,1330
AFG,1331
AFG,1332
AFG,1333
AFG,1334
AFG,1335
AFG,1336
AFG,1337
AFG,1338
AFG,1339
AFG,1340
AFG,1341
AFG,1342
AFG,1343
AFG,1344
AFG,1345
AFG,1346
AFG,1347
AFG,1348
AFG,1349
AFG,1350
AFG,1351
AFG,1352
AFG,1353
AFG,1354
AFG,1355
AFG,1356
AFG,1357
AFG,1358
AFG,1359
AFG,1360
AFG,1361
AFG,1362
AFG,1363
AFG,1364
AFG,1365
AFG,1366
AFG,1367
AFG,1368
AFG,1369
AFG,1370
AFG,1371
AFG,1372
AFG,1373
AFG,1374
AFG,1375
AFG,1376
AFG,1377
AFG,1378
AFG,1379
AFG,1380
AFG,1381
AFG,1382
AFG,1383
AFG,1384
AFG,1385
AFG,1386
AFG,1387
AFG,1388
AFG,1389
AFG,1390
AFG,1391
AFG,1392
AFG,1393
AFG,1394
AFG,1395
AFG,1396
AFG,1397
AFG,1398
AFG,1399
AFG,1400
AFG,1401
AFG,1402
AFG,1403
AFG,1404
AFG,1405
AFG,1406
AFG,1407
AFG,1408
AFG,1409
AFG,1410
AFG,1411
AFG,1412
AFG,1413
AFG,1414
AFG,1415
AFG,1416
AFG,1417
AFG,1418
AFG,1419
AFG,1420
AFG,1421
AFG,1422
AFG,1423
AFG,1424
AFG,1425
AFG,1426
AFG,1427
AFG,1428
AFG,1429
AFG,1430
AFG,1431
AFG,1432
AFG,1433
AFG,1434
AFG,1435
AFG,1436
AFG,1437
AFG,1438
AFG,1439
AFG,1440
AFG,1441
AFG,1442
AFG,1443
AFG,1444
AFG,1445
AFG,1446
AFG,1447
AFG,1448
AFG,1449
AFG,1450
AFG,1451
AFG,1452
AFG,1453
AFG,1454
AFG,1455
AFG,1456
AFG,1457
AFG,1458
AFG,1459
AFG,1460
AFG,1461
AFG,1462
AFG,1463
AFG,1464
AFG,1465
AFG,1466
AFG,1467
AFG,1468
AFG,1469
AFG,1470
AFG,1471
AFG,1472
AFG,1473
AFG,1474
AFG,1475
AFG,1476
AFG,1477
AFG,1478
AFG,1479
AFG,1480
AFG,1481
AFG,1482
AFG,1483
AFG,1484
AFG,1485
AFG,1486
AFG,1487
AFG,1488
AFG,1489
AFG,1490
AFG,1491
AFG,1492
AFG,1493
AFG,1494
AFG,1495
AFG,1496
AFG,1497
AFG,1498
AFG,1499
AFG,1500
AFG,1501
AFG,1502
AFG,1503
AFG,1504
AFG,1505
AFG,1506
AFG,1507
AFG,1508
AFG,1509
AFG,1510
AFG,1511
AFG,1512
AFG,1513
AFG,1514
AFG,1515
AFG,1516
AFG,1517
AFG,1518
AFG,1519
AFG,1520
AFG,1521
AFG,1522
AFG,1523
AFG,1524
AFG,1525
AFG,1526
AFG,1527
AFG,1528
AFG,1529
AFG,1530
AFG,1531
AFG,1532
AFG,1533
AFG,1534
AFG,1535
AFG,1536
AFG,1537
AFG,1538
AFG,1539
AFG,1540
AFG,1541
AFG,1542
AFG,1543
AFG,1544
AFG,1545
AFG,1546
AFG,1547
AFG,1548
AFG,1549
AFG,1550
AFG,1551
AFG,1552
AFG,1553
AFG,1554
AFG,1555
AFG,1556
AFG,1557
AFG,1558
AFG,1559
AFG,1560
AFG,1561
AFG,1562
AFG,1563
AFG,1564
AFG,1565
AFG,1566
AFG,1567
AFG,1568
AFG,1569
AFG,1570
AFG,1571
AFG,1572
AFG,1573
AFG,1574
AFG,1575
AFG,1576
AFG,1577
AFG,1578
AFG,1579
AFG,1580
AFG,1581
AFG,1582
AFG,1583
AFG,1584
AFG,1585
AFG,1586
AFG,1587
AFG,1588
AFG,1589
AFG,1590
AFG,1591
AFG,1592
AFG,1593
AFG,1594
AFG,1595
AFG,1596
AFG,1597
AFG,1598
AFG,1599
AFG,1600
AFG,1601
AFG,1602
AFG,1603
AFG,1604
AFG,1605
AFG,1606
AFG,1607
AFG,1608
AFG,1609
AFG,1610
AFG,1611
AFG,1612
AFG,1613
AFG,1614
AFG,1615
AFG,1616
AFG,1617
AFG,1618
AFG,1619
AFG,1620
AFG,1621
AFG,1622
AFG,1623
AFG,1624
AFG,1625
AFG,1626
AFG,1627
AFG,1628
AFG,1629
AFG,1630
AFG,1631
AFG,1632
AFG,1633
AFG,1634
AFG,1635
AFG,1636
AFG,1637
AFG,1638
AFG,1639
AFG,1640
AFG,1641
AFG,1642
AFG,1643
AFG,1644
AFG,1645
AFG,1646
AFG,1647
AFG,1648
AFG,1649
AFG,1650
AFG,1651
AFG,1652
AFG,1653
AFG,1654
AFG,1655
AFG,1656
AFG,1657
AFG,1658
AFG,1659
AFG,1660
AFG,1661
AFG,1662
AFG,1663
AFG,1664
AFG,1665
AFG,1666
AFG,1667
AFG,1668
AFG,1669
AFG,1670
AFG,1671
AFG,1672
AFG,1673
AFG,1674
ALB,1675
ALB,1676
ALB,1677
ALB,1678
ALB,1679
ALB,1680
ALB,1681
ALB,1682
ALB,1683
ALB,1684
ALB,1685
ALB,1686
ALB,1687
ALB,1688
ALB,1689
ALB,1690
ALB,1691
ALB,1692
ALB,1693
ALB,1694
ALB,1695
ALB,1696
ALB,1697
ALB,1698
ALB,1699
ALB,1700
ALB,1701
ALB,1702
ALB,1703
ALB,1704
ALB,1705
ALB,1706
ALB,1707
ALB,1708
ALB,1709
ALB,1710
ALB,1711
ALB,1712
ALB,1713
ALB,1714
ALB,1715
ALB,1716
ALB,1717
ALB,1718
ALB,1719
ALB,1720
ALB,1721
ALB,1722
ALB,1723
ALB,1724
ALB,1725
ALB,1726
ALB,1727
ALB,1728
ALB,1729
ALB,1730
ALB,1731
ALB,1732
ALB,1733
ALB,1734
ALB,1735
ALB,1736
ALB,1737
ALB,1738
ALB,1739
ALB,1740
ALB,1741
ALB,1742
ALB,1743
ALB,1744
ALB,1745
ALB,1746
ALB,1747
ALB,1748
ALB,1749
ALB,1750
ALB,1751
ALB,1752
ALB,1753
ALB,1754
ALB,1755
ALB,1756
ALB,1757
ALB,1758
ALB,1759
ALB,1760
ALB,1761
ALB,1762
ALB,1763
ALB,1764
ALB,1765
ALB,1766
ALB,1767
ALB,1768
ALB,1769
ALB,1770
ALB,1771
ALB,1772
ALB,1773
ALB,1774
ALB,1775
ALB,1776
ALB,1777
ALB,1778
ALB,1779
ALB,1780
ALB,1781
ALB,1782
ALB,1783
ALB,1784
ALB,1785
ALB,1786
ALB,1787
ALB,1788
ALB,1789
ALB,1790
ALB,1791
ALB,1792
ALB,1793
ALB,1794
ALB,1795
ALB,1796
ALB,1797
ALB,1798
ALB,1799
ALB,1800
ALB,1801
ALB,1802
ALB,1803
ALB,1804
ALB,1805
ALB,1806
ALB,1807
ALB,1808
ALB,1809
ALB,1810
ALB,1811
ALB,1812
ALB,1813
ALB,1814
ALB,1815
ALB,1816
ALB,1817
ALB,1818
ALB,1819
ALB,1820
ALB,1821
ALB,1822
ALB,1823
ALB,1824
ALB,1825
ALB,1826
ALB,1827
ALB,1828
ALB,1829
ALB,1830
ALB,1831
ALB,1832
ALB,1833
ALB,1834
ALB,1835
ALB,1836
ALB,1837
ALB,1838
ALB,1839
ALB,1840
ALB,1841
ALB,1842
ALB,1843
ALB,1844
ALB,1845
ALB,1846
ALB,1847
ALB,1848
ALB,1849
ALB,1850
ALB,1851
ALB,1852
ALB,1853
ALB,1854
ALB,1855
ALB,1856
ALB,1857
ALB,1858
ALB,1859
ALB,1860
ALB,1861
ALB,1862
ALB,1863
ALB,1864
ALB,1865
ALB,1866
ALB,1867
ALB,1868
ALB,1869
ALB,1870
ALB,1871
ALB,1872
ALB,1873
ALB,1874
ALB,1875
ALB,1876
ALB,1877
ALB,1878
ALB,1879
ALB,1880
ALB,1881
ALB,1882
ALB,1883
ALB,1884
ALB,1885
ALB,1886
ALB,1887
ALB,1888
ALB,1889
ALB,1890
ALB,1891
ALB,1892
ALB,1893
ALB,1894
ALB,1895
ALB,1896
ALB,1897
ALB,1898
ALB,1899
ALB,1900
ALB,1901
ALB,1902
ALB,1903
ALB,1904
ALB,1905
ALB,1906
ALB,1907
ALB,1908
ALB,1909
ALB,1910
ALB,1911
ALB,1912
ALB,1913
ALB,1914
ALB,1915
ALB,1916
ALB,1917
ALB,1918
ALB,1919
ALB,1920
ALB,1921
ALB,1922
ALB,1923
ALB,1924
ALB,1925
ALB,1926
ALB,1927
ALB,1928
ALB,1929
ALB,1930
ALB,1931
ALB,1932
ALB,1933
ALB,1934
ALB,1935
ALB,1936
ALB,1937
ALB,1938
ALB,1939
ALB,1940
ALB,1941
ALB,1942
ALB,1943
ALB,1944
ALB,1945
ALB,1946
ALB,1947
ALB,1948
ALB,1949
ALB,1950
ALB,1951
ALB,1952
ALB,1953
ALB,1954
ALB,1955
ALB,1956
ALB,1957
ALB,1958
ALB,1959
ALB,1960
ALB,1961
ALB,1962
ALB,1963
ALB,1964
ALB,1965
ALB,1966
ALB,1967
ALB,1968
ALB,1969
ALB,1970
ALB,1971
ALB,1972
ALB,1973
ALB,1974
ALB,1975
ALB,1976
ALB,1977
ALB,1978
ALB,1979
ALB,1980
ALB,1981
ALB,1982
ALB,1983
ALB,1984
ALB,1985
ALB,1986
ALB,1987
ALB,1988
ALB,1989
ALB,1990
ALB,1991
ALB,1992
ALB,1993
ALB,1994
ALB,1995
ALB,1996
ALB,1997
ALB,1998
ALB,1999
ALB,2000
ALB,2001
ALB,2002
ALB,2003
ALB,2004
ALB,2005
ALB,2006
ALB,2007
ALB,2008
ALB,2009
ALB,2010
ALB,2011
ALB,2012
ALB,2013
ALB,2014
ALB,2015
ALB,2016
ALB,2017
ALB,2018
ALB,2019
ALB,2020
ALB,2021
ALB,2022
ALB,2023
ALB,2024
ALB,2025
ALB,2026
ALB,2027
ALB,2028
ALB,2029
ALB,2030
ALB,2031
ALB,2032
ALB,2033
ALB,2034
ALB,2035
ALB,2036
ALB,2037
ALB,2038
ALB,2039
ALB,2040
ALB,2041
ALB,2042
ALB,2043
ALB,2044
ALB,2045
ALB,2046
ALB,2047
ALB,2048
ALB,2049
ALB,2050
ALB,2051
ALB,2052
ALB,2053
ALB,2054
ALB,2055
ALB,2056
ALB,2057
ALB,2058
ALB,2059
ALB,2060
ALB,2061
ALB,2062
ALB,2063
ALB,2064
ALB,2065
ALB,2066
ALB,2067
ALB,2068
ALB,2069
ALB,2070
ALB,2071
ALB,2072
ALB,2073
ALB,2074
ALB,2075
ALB,2076
ALB,2077
ALB,2078
ALB,2079
ALB,2080
ALB,2081
ALB,2082
ALB,2083
ALB,2084
ALB,2085
ALB,2086
ALB,2087
ALB,2088
ALB,2089
ALB,2090
ALB,2091
ALB,2092
ALB,2093
ALB,2094
ALB,2095
ALB,2096
ALB,2097
ALB,2098
ALB,2099
ALB,2100
ALB,2101
ALB,2102
ALB,2103
ALB,2104
ALB,2105
ALB,2106
ALB,2107
ALB,2108
ALB,2109
ALB,2110
ALB,2111
ALB,2112
ALB,2113
ALB,2114
ALB,2115
ALB,2116
ALB,2117
ALB,2118
ALB,2119
ALB,2120
ALB,2121
ALB,2122
ALB,2123
ALB,2124
ALB,2125
ALB,2126
ALB,2127
ALB,2128
ALB,2129
ALB,2130
ALB,2131
ALB,2132
ALB,2133
ALB,2134
ALB,2135
ALB,2136
ALB,2137
ALB,2138
ALB,2139
