id,country_iso,date,totalVaccinated
415,AFG,2021-02-22,0
421,AFG,2021-02-28,8200
437,AFG,2021-03-16,54000
459,AFG,2021-04-07,120000
474,AFG,2021-04-22,240000
493,AFG,2021-05-11,504502
502,AFG,2021-05-20,547901
506,AFG,2021-05-24,573277
508,AFG,2021-05-26,590454
509,AFG,2021-05-27,593313
512,AFG,2021-05-30,600152
515,AFG,2021-06-02,626290
516,AFG,2021-06-03,630305
521,AFG,2021-06-08,641295
527,AFG,2021-06-14,662003
535,AFG,2021-06-22,765890
540,AFG,2021-06-27,835694
543,AFG,2021-06-30,886854
548,AFG,2021-07-05,915671
550,AFG,2021-07-07,934463
554,AFG,2021-07-11,962093
557,AFG,2021-07-14,1024168
561,AFG,2021-07-18,1094257
567,AFG,2021-07-24,1171064
594,AFG,2021-08-20,1201286
605,AFG,2021-08-31,1979652
635,AFG,2021-09-30,2369625
680,AFG,2021-11-14,4018197
723,AFG,2021-12-27,4674518
736,AFG,2022-01-09,4903368
738,AFG,2022-01-11,4925111
740,AFG,2022-01-13,4954809
744,AFG,2022-01-17,4985047
746,AFG,2022-01-19,5004050
751,AFG,2022-01-24,5046054
753,AFG,2022-01-26,5074196
754,AFG,2022-01-27,5081064
758,AFG,2022-01-31,5125146
760,AFG,2022-02-02,5152297
765,AFG,2022-02-07,5216998
772,AFG,2022-02-14,5321308
778,AFG,2022-02-20,5412309
785,AFG,2022-02-27,5535254
792,AFG,2022-03-06,5597130
803,AFG,2022-03-17,5731146
808,AFG,2022-03-22,5751015
821,AFG,2022-04-04,5872684
831,AFG,2022-04-14,5940400
835,AFG,2022-04-18,5948889
843,AFG,2022-04-26,5985756
844,AFG,2022-04-27,5986139
852,AFG,2022-05-05,6021468
855,AFG,2022-05-08,6023425
857,AFG,2022-05-10,6029737
862,AFG,2022-05-15,6066579
870,AFG,2022-05-23,6118557
879,AFG,2022-06-01,6171652
893,AFG,2022-06-15,6295222
899,AFG,2022-06-21,6355931
905,AFG,2022-06-27,6408475
908,AFG,2022-06-30,6445359
918,AFG,2022-07-10,6491111
925,AFG,2022-07-17,6706843
927,AFG,2022-07-19,7885045
935,AFG,2022-07-27,8040605
946,AFG,2022-08-07,9822860
954,AFG,2022-08-15,11216694
961,AFG,2022-08-22,11391703
970,AFG,2022-08-31,11562525
974,AFG,2022-09-04,11588893
981,AFG,2022-09-11,11725188
982,AFG,2022-09-12,11734635
989,AFG,2022-09-19,11820186
996,AFG,2022-09-26,11868997
998,AFG,2022-09-28,11881035
1004,AFG,2022-10-04,11923733
1011,AFG,2022-10-11,11951964
1016,AFG,2022-10-16,11977773
1024,AFG,2022-10-24,12055358
1032,AFG,2022-11-01,12103780
1033,AFG,2022-11-02,12140367
1039,AFG,2022-11-08,12174141
1046,AFG,2022-11-15,12202136
1047,AFG,2022-11-16,12216936
1058,AFG,2022-11-27,12275911
1066,AFG,2022-12-05,12304901
1083,AFG,2022-12-22,12449870
1098,AFG,2023-01-06,12526397
1108,AFG,2023-01-16,12603486
1114,AFG,2023-01-22,12672379
1121,AFG,2023-01-29,12684950
1135,AFG,2023-02-12,12768909
1137,AFG,2023-02-14,12788310
1142,AFG,2023-02-19,13603457
1146,AFG,2023-02-23,13910490
1149,AFG,2023-02-26,14743912
1151,AFG,2023-02-28,15093798
1156,AFG,2023-03-05,15966423
1163,AFG,2023-03-12,16248588
1165,AFG,2023-03-14,16250654
1170,AFG,2023-03-19,16474895
1172,AFG,2023-03-21,16482384
1177,AFG,2023-03-26,16498498
1179,AFG,2023-03-28,16499153
1184,AFG,2023-04-02,16586584
1191,AFG,2023-04-09,16625558
1193,AFG,2023-04-11,16693053
1198,AFG,2023-04-16,16727076
1200,AFG,2023-04-18,16826772
1206,AFG,2023-04-24,16844011
1207,AFG,2023-04-25,16847327
1212,AFG,2023-04-30,16902291
1215,AFG,2023-05-03,16918550
1221,AFG,2023-05-09,16960754
1226,AFG,2023-05-14,17060992
1228,AFG,2023-05-16,17116708
1233,AFG,2023-05-21,17479379
1241,AFG,2023-05-29,18434710
1249,AFG,2023-06-06,19712836
1254,AFG,2023-06-11,20000706
1256,AFG,2023-06-13,20013614
1261,AFG,2023-06-18,20241838
1263,AFG,2023-06-20,20324305
1270,AFG,2023-06-27,20393575
1277,AFG,2023-07-04,20463361
1282,AFG,2023-07-09,20472584
1284,AFG,2023-07-11,20536427
1291,AFG,2023-07-18,20556363
1296,AFG,2023-07-23,20575009
1298,AFG,2023-07-25,20662417
1303,AFG,2023-07-30,20729987
1305,AFG,2023-08-01,20790069
1310,AFG,2023-08-06,20837292
1312,AFG,2023-08-08,20876493
1319,AFG,2023-08-15,20939198
1324,AFG,2023-08-20,21022524
1331,AFG,2023-08-27,21120112
1336,AFG,2023-09-01,21258362
1340,AFG,2023-09-05,21271488
1345,AFG,2023-09-10,21380666
1352,AFG,2023-09-17,21466978
1354,AFG,2023-09-19,21565416
1361,AFG,2023-09-26,21716120
1373,AFG,2023-10-08,21763331
1381,AFG,2023-10-16,21893320
1389,AFG,2023-10-24,22085051
1401,AFG,2023-11-05,22102081
1403,AFG,2023-11-07,22207574
1410,AFG,2023-11-14,22495714
1422,AFG,2023-11-26,22606931
1457,AFG,2023-12-31,22964750
2046,ALB,2021-01-10,0
2048,ALB,2021-01-12,128
2049,ALB,2021-01-13,188
2050,ALB,2021-01-14,266
2051,ALB,2021-01-15,308
2052,ALB,2021-01-16,369
2053,ALB,2021-01-17,405
2054,ALB,2021-01-18,447
2055,ALB,2021-01-19,483
2056,ALB,2021-01-20,519
2057,ALB,2021-01-21,549
2069,ALB,2021-02-02,550
2076,ALB,2021-02-09,1127
2084,ALB,2021-02-17,1701
2085,ALB,2021-02-18,3049
2086,ALB,2021-02-19,4177
2089,ALB,2021-02-22,6728
2092,ALB,2021-02-25,10135
2096,ALB,2021-03-01,14295
2098,ALB,2021-03-03,15793
2105,ALB,2021-03-10,21613
2107,ALB,2021-03-12,23635
2112,ALB,2021-03-17,33369
2117,ALB,2021-03-22,48229
2118,ALB,2021-03-23,51690
2119,ALB,2021-03-24,53992
2120,ALB,2021-03-25,59348
2121,ALB,2021-03-26,62248
2122,ALB,2021-03-27,64075
2123,ALB,2021-03-28,78000
2125,ALB,2021-03-30,119321
2126,ALB,2021-03-31,138846
2127,ALB,2021-04-01,155463
2128,ALB,2021-04-02,172486
2129,ALB,2021-04-03,185496
2130,ALB,2021-04-04,192882
2131,ALB,2021-04-05,206708
2132,ALB,2021-04-06,221588
2133,ALB,2021-04-07,232379
2134,ALB,2021-04-08,242542
2135,ALB,2021-04-09,250676
2136,ALB,2021-04-10,256810
2138,ALB,2021-04-12,267531
2139,ALB,2021-04-13,281216
2141,ALB,2021-04-15,304488
2142,ALB,2021-04-16,314622
2143,ALB,2021-04-17,324840
2144,ALB,2021-04-18,332905
2145,ALB,2021-04-19,345934
2146,ALB,2021-04-20,350000
2147,ALB,2021-04-21,372075
2148,ALB,2021-04-22,382998
2149,ALB,2021-04-23,391351
2150,ALB,2021-04-24,400064
2152,ALB,2021-04-26,408619
2153,ALB,2021-04-27,416855
2154,ALB,2021-04-28,433628
2155,ALB,2021-04-29,453248
2156,ALB,2021-04-30,476903
2157,ALB,2021-05-01,494028
2159,ALB,2021-05-03,517501
2160,ALB,2021-05-04,537387
2161,ALB,2021-05-05,556584
2162,ALB,2021-05-06,572226
2163,ALB,2021-05-07,585693
2164,ALB,2021-05-08,596766
2165,ALB,2021-05-09,600000
2166,ALB,2021-05-10,612959
2167,ALB,2021-05-11,622507
2168,ALB,2021-05-12,632676
2169,ALB,2021-05-13,638338
2170,ALB,2021-05-14,653330
2173,ALB,2021-05-17,680083
2174,ALB,2021-05-18,688947
2175,ALB,2021-05-19,697811
2176,ALB,2021-05-20,703743
2177,ALB,2021-05-21,708846
2179,ALB,2021-05-23,716616
2180,ALB,2021-05-24,725135
2182,ALB,2021-05-26,748986
2183,ALB,2021-05-27,759043
2186,ALB,2021-05-30,772204
2187,ALB,2021-05-31,776461
2188,ALB,2021-06-01,780342
2190,ALB,2021-06-03,787321
2193,ALB,2021-06-06,798624
2194,ALB,2021-06-07,803682
2195,ALB,2021-06-08,809992
2196,ALB,2021-06-09,816556
2197,ALB,2021-06-10,823053
2198,ALB,2021-06-11,830281
2199,ALB,2021-06-12,834868
2200,ALB,2021-06-13,836430
2201,ALB,2021-06-14,842535
2202,ALB,2021-06-15,848430
2203,ALB,2021-06-16,854227
2204,ALB,2021-06-17,862628
2207,ALB,2021-06-20,880912
2208,ALB,2021-06-21,890052
2209,ALB,2021-06-22,901429
2210,ALB,2021-06-23,912874
2211,ALB,2021-06-24,922886
2215,ALB,2021-06-28,943439
2216,ALB,2021-06-29,955498
2217,ALB,2021-06-30,968034
2218,ALB,2021-07-01,974486
2219,ALB,2021-07-02,981499
2221,ALB,2021-07-04,988550
2222,ALB,2021-07-05,994081
2223,ALB,2021-07-06,1000063
2224,ALB,2021-07-07,1005663
2225,ALB,2021-07-08,1011297
2226,ALB,2021-07-09,1016554
2227,ALB,2021-07-10,1021408
2228,ALB,2021-07-11,1022802
2229,ALB,2021-07-12,1029234
2230,ALB,2021-07-13,1035667
2231,ALB,2021-07-14,1043499
2232,ALB,2021-07-15,1052108
2233,ALB,2021-07-16,1060042
2234,ALB,2021-07-17,1067135
2235,ALB,2021-07-18,1069365
2237,ALB,2021-07-20,1082424
2238,ALB,2021-07-21,1095453
2239,ALB,2021-07-22,1109785
2242,ALB,2021-07-25,1138771
2246,ALB,2021-07-29,1179769
2247,ALB,2021-07-30,1190847
2248,ALB,2021-07-31,1198933
2249,ALB,2021-08-01,1203087
2250,ALB,2021-08-02,1212761
2251,ALB,2021-08-03,1221640
2252,ALB,2021-08-04,1229405
2253,ALB,2021-08-05,1238036
2256,ALB,2021-08-08,1259952
2258,ALB,2021-08-10,1280239
2261,ALB,2021-08-13,1309995
2263,ALB,2021-08-15,1321198
2264,ALB,2021-08-16,1330754
2265,ALB,2021-08-17,1340339
2267,ALB,2021-08-19,1358228
2269,ALB,2021-08-21,1373349
2270,ALB,2021-08-22,1376763
2271,ALB,2021-08-23,1386713
2272,ALB,2021-08-24,1396390
2273,ALB,2021-08-25,1405653
2274,ALB,2021-08-26,1415907
2275,ALB,2021-08-27,1427977
2277,ALB,2021-08-29,1444764
2278,ALB,2021-08-30,1458048
2279,ALB,2021-08-31,1472316
2280,ALB,2021-09-01,1485250
2281,ALB,2021-09-02,1499898
2285,ALB,2021-09-06,1539232
2286,ALB,2021-09-07,1553626
2287,ALB,2021-09-08,1567313
2288,ALB,2021-09-09,1579402
2289,ALB,2021-09-10,1589575
2290,ALB,2021-09-11,1598196
2291,ALB,2021-09-12,1601552
2292,ALB,2021-09-13,1610157
2293,ALB,2021-09-14,1618111
2294,ALB,2021-09-15,1625636
2295,ALB,2021-09-16,1632986
2296,ALB,2021-09-17,1640239
2298,ALB,2021-09-19,1649884
2299,ALB,2021-09-20,1657595
2300,ALB,2021-09-21,1665590
2301,ALB,2021-09-22,1674093
2302,ALB,2021-09-23,1683644
2303,ALB,2021-09-24,1693555
2306,ALB,2021-09-27,1715133
2307,ALB,2021-09-28,1723996
2308,ALB,2021-09-29,1732549
2309,ALB,2021-09-30,1741373
2310,ALB,2021-10-01,1749106
2311,ALB,2021-10-02,1756040
2313,ALB,2021-10-04,1764714
2314,ALB,2021-10-05,1771542
2315,ALB,2021-10-06,1778093
2316,ALB,2021-10-07,1783984
2317,ALB,2021-10-08,1789592
2318,ALB,2021-10-09,1795351
2320,ALB,2021-10-11,1803799
2321,ALB,2021-10-12,1810433
2322,ALB,2021-10-13,1816580
2326,ALB,2021-10-17,1836856
2327,ALB,2021-10-18,1842661
2328,ALB,2021-10-19,1848634
2329,ALB,2021-10-20,1854615
2330,ALB,2021-10-21,1860335
2331,ALB,2021-10-22,1865942
2333,ALB,2021-10-24,1873903
2334,ALB,2021-10-25,1879391
2336,ALB,2021-10-27,1891041
2337,ALB,2021-10-28,1896652
2338,ALB,2021-10-29,1901824
2341,ALB,2021-11-01,1909861
2343,ALB,2021-11-03,1926604
2346,ALB,2021-11-06,1944676
2347,ALB,2021-11-07,1947148
2349,ALB,2021-11-09,1963359
2350,ALB,2021-11-10,1971973
2351,ALB,2021-11-11,1980231
2354,ALB,2021-11-14,2000104
2356,ALB,2021-11-16,2016954
2357,ALB,2021-11-17,2025561
2358,ALB,2021-11-18,2033766
2361,ALB,2021-11-21,2050342
2364,ALB,2021-11-24,2074670
2365,ALB,2021-11-25,2081782
2368,ALB,2021-11-28,2096897
2370,ALB,2021-11-30,2101039
2371,ALB,2021-12-01,2111797
2373,ALB,2021-12-03,2130714
2375,ALB,2021-12-05,2141863
2376,ALB,2021-12-06,2151065
2377,ALB,2021-12-07,2161198
2378,ALB,2021-12-08,2166207
2382,ALB,2021-12-12,2196145
2383,ALB,2021-12-13,2206089
2384,ALB,2021-12-14,2216402
2385,ALB,2021-12-15,2226267
2388,ALB,2021-12-18,2251010
2391,ALB,2021-12-21,2270522
2393,ALB,2021-12-23,2286235
2398,ALB,2021-12-28,2316606
2405,ALB,2022-01-04,2356290
2406,ALB,2022-01-05,2367574
2409,ALB,2022-01-08,2398207
2411,ALB,2022-01-10,2410728
2412,ALB,2022-01-11,2419734
2431,ALB,2022-01-30,2523683
2433,ALB,2022-02-01,2612804
2438,ALB,2022-02-06,2634377
2439,ALB,2022-02-07,2639523
2445,ALB,2022-02-13,2661838
2446,ALB,2022-02-14,2665804
2447,ALB,2022-02-15,2669695
2448,ALB,2022-02-16,2673183
2452,ALB,2022-02-20,2683715
2459,ALB,2022-02-27,2702638
2461,ALB,2022-03-01,2708574
2467,ALB,2022-03-07,2723146
2470,ALB,2022-03-10,2729969
2474,ALB,2022-03-14,2735318
2475,ALB,2022-03-15,2737859
2484,ALB,2022-03-24,2754244
2489,ALB,2022-03-29,2762715
2491,ALB,2022-03-31,2766890
2495,ALB,2022-04-04,2773475
2498,ALB,2022-04-07,2780674
2502,ALB,2022-04-11,2787225
2505,ALB,2022-04-14,2793310
2511,ALB,2022-04-20,2801345
2522,ALB,2022-05-01,2825500
2536,ALB,2022-05-15,2840948
2543,ALB,2022-05-22,2866387
2550,ALB,2022-05-29,2873654
2557,ALB,2022-06-05,2883079
2571,ALB,2022-06-19,2898881
2578,ALB,2022-06-26,2906126
2592,ALB,2022-07-10,2919443
2606,ALB,2022-07-24,2934116
2613,ALB,2022-07-31,2940709
2634,ALB,2022-08-21,2956198
2648,ALB,2022-09-04,2966256
2662,ALB,2022-09-18,2974247
2669,ALB,2022-09-25,2978248
2690,ALB,2022-10-16,2991576
2697,ALB,2022-10-23,2996383
2718,ALB,2022-11-13,3011499
2732,ALB,2022-11-27,3017443
2746,ALB,2022-12-11,3025728
2774,ALB,2023-01-08,3042696
2781,ALB,2023-01-15,3047340
2802,ALB,2023-02-05,3058102
2844,ALB,2023-03-19,3070468
2865,ALB,2023-04-09,3075848
2900,ALB,2023-05-14,3080679
2963,ALB,2023-07-16,3087677
3019,ALB,2023-09-10,3088966
3739,DZA,2021-01-29,0
3740,DZA,2021-01-30,30
3760,DZA,2021-02-19,75000
3942,DZA,2021-08-20,4146091
3957,DZA,2021-09-04,8000000
3965,DZA,2021-09-12,9989662
3978,DZA,2021-09-25,10049978
4007,DZA,2021-10-24,11080739
4010,DZA,2021-10-27,11148720
4013,DZA,2021-10-30,11179354
4016,DZA,2021-11-02,11271319
4022,DZA,2021-11-08,11316115
4027,DZA,2021-11-13,11376816
4035,DZA,2021-11-21,12008974
4036,DZA,2021-11-22,12032500
4039,DZA,2021-11-25,12076870
4043,DZA,2021-11-29,12145830
4044,DZA,2021-11-30,12293060
4058,DZA,2021-12-14,12437324
4065,DZA,2021-12-21,12545356
4084,DZA,2022-01-09,12974545
4114,DZA,2022-02-08,13461201
4126,DZA,2022-02-20,13631683
4143,DZA,2022-03-09,13704895
4189,DZA,2022-04-24,13772044
4196,DZA,2022-05-01,15205854
4224,DZA,2022-05-29,15205854
4322,DZA,2022-09-04,15267442
7083,AND,2021-01-25,576
7090,AND,2021-02-01,1036
7099,AND,2021-02-10,1291
7101,AND,2021-02-12,1622
7108,AND,2021-02-19,2141
7113,AND,2021-02-24,2390
7115,AND,2021-02-26,2526
7125,AND,2021-03-08,3611
7127,AND,2021-03-10,4914
7132,AND,2021-03-15,8363
7136,AND,2021-03-19,9288
7152,AND,2021-04-04,12440
7153,AND,2021-04-05,15269
7159,AND,2021-04-11,17091
7160,AND,2021-04-12,19064
7167,AND,2021-04-19,26414
7174,AND,2021-04-26,28503
7181,AND,2021-05-03,28881
7188,AND,2021-05-10,31633
7195,AND,2021-05-17,32317
7209,AND,2021-05-31,35916
7216,AND,2021-06-07,41473
7223,AND,2021-06-14,51107
7230,AND,2021-06-21,63265
7237,AND,2021-06-28,68329
7251,AND,2021-07-12,70018
7258,AND,2021-07-19,82349
7271,AND,2021-08-01,86320
7285,AND,2021-08-15,91660
7299,AND,2021-08-29,95918
7327,AND,2021-09-26,102032
7334,AND,2021-10-03,102692
7362,AND,2021-10-31,104534
7397,AND,2021-12-05,106428
7404,AND,2021-12-12,115709
7418,AND,2021-12-26,117246
7439,AND,2022-01-16,135421
7446,AND,2022-01-23,140193
7460,AND,2022-02-06,141962
7467,AND,2022-02-13,142420
7474,AND,2022-02-20,151284
7495,AND,2022-03-13,151997
7509,AND,2022-03-27,152187
7523,AND,2022-04-10,152301
7537,AND,2022-04-24,152463
7544,AND,2022-05-01,152694
7565,AND,2022-05-22,152991
7572,AND,2022-05-29,153072
7586,AND,2022-06-12,153177
7600,AND,2022-06-26,153383
7607,AND,2022-07-03,153447
7614,AND,2022-07-10,153531
7656,AND,2022-08-21,154077
7670,AND,2022-09-04,154195
7677,AND,2022-09-11,154216
7712,AND,2022-10-16,154320
7740,AND,2022-11-13,154367
7775,AND,2022-12-18,156242
7817,AND,2023-01-29,156766
7845,AND,2023-02-26,156957
7887,AND,2023-04-09,157038
7929,AND,2023-05-21,157059
8006,AND,2023-08-06,157062
8055,AND,2023-09-24,157072
8792,AGO,2021-03-01,0
8799,AGO,2021-03-08,6169
8809,AGO,2021-03-18,49000
8815,AGO,2021-03-24,87022
8820,AGO,2021-03-29,130750
8828,AGO,2021-04-06,181578
8833,AGO,2021-04-11,245442
8841,AGO,2021-04-19,395447
8845,AGO,2021-04-23,456349
8864,AGO,2021-05-12,626572
8870,AGO,2021-05-18,681502
8873,AGO,2021-05-21,757535
8878,AGO,2021-05-26,859979
8883,AGO,2021-05-31,909215
8891,AGO,2021-06-08,1115919
8893,AGO,2021-06-10,1222630
8898,AGO,2021-06-15,1314375
8903,AGO,2021-06-20,1380174
8907,AGO,2021-06-24,1432699
8911,AGO,2021-06-28,1488292
8918,AGO,2021-07-05,1513460
8925,AGO,2021-07-12,1558201
8932,AGO,2021-07-19,1592537
8947,AGO,2021-08-03,1680059
8953,AGO,2021-08-09,1695588
8960,AGO,2021-08-16,1727488
8964,AGO,2021-08-20,1754073
8969,AGO,2021-08-25,1841568
8976,AGO,2021-09-01,2086325
8986,AGO,2021-09-11,2469333
8994,AGO,2021-09-19,2820134
9001,AGO,2021-09-26,3134137
9013,AGO,2021-10-08,4074677
9019,AGO,2021-10-14,4448653
9023,AGO,2021-10-18,5224697
9025,AGO,2021-10-20,5661085
9029,AGO,2021-10-24,5940208
9031,AGO,2021-10-26,6164219
9038,AGO,2021-11-02,6647925
9043,AGO,2021-11-07,7246966
9047,AGO,2021-11-11,7806481
9054,AGO,2021-11-18,8231981
9057,AGO,2021-11-21,8798259
9060,AGO,2021-11-24,9026310
9068,AGO,2021-12-02,9847459
9072,AGO,2021-12-06,10018061
9075,AGO,2021-12-09,10319552
9081,AGO,2021-12-15,10805281
9089,AGO,2021-12-23,11164918
9096,AGO,2021-12-30,11615144
9103,AGO,2022-01-06,11797041
9105,AGO,2022-01-08,12099891
9109,AGO,2022-01-12,12377226
9111,AGO,2022-01-14,12690132
9120,AGO,2022-01-23,13944656
9125,AGO,2022-01-28,14588435
9130,AGO,2022-02-02,15039557
9137,AGO,2022-02-09,15505389
9143,AGO,2022-02-15,15902065
9150,AGO,2022-02-22,16259606
9158,AGO,2022-03-02,16633167
9164,AGO,2022-03-08,16850195
9173,AGO,2022-03-17,17262044
9181,AGO,2022-03-25,17535411
9213,AGO,2022-04-26,17896626
9239,AGO,2022-05-22,18431807
9246,AGO,2022-05-29,18956333
9253,AGO,2022-06-05,19486927
9274,AGO,2022-06-26,20397115
9281,AGO,2022-07-03,20701915
9295,AGO,2022-07-17,21099865
9302,AGO,2022-07-24,21323036
9316,AGO,2022-08-07,21623361
9323,AGO,2022-08-14,21991698
9330,AGO,2022-08-21,22120543
9337,AGO,2022-08-28,22226535
9344,AGO,2022-09-04,22297104
9372,AGO,2022-10-02,22624179
9379,AGO,2022-10-09,22696229
9386,AGO,2022-10-16,22814412
9393,AGO,2022-10-23,22916368
9400,AGO,2022-10-30,22990789
9414,AGO,2022-11-13,23173235
9421,AGO,2022-11-20,23229526
9428,AGO,2022-11-27,23335624
9435,AGO,2022-12-04,23468138
9449,AGO,2022-12-18,23701049
9463,AGO,2023-01-01,23893345
9512,AGO,2023-02-19,24174309
9519,AGO,2023-02-26,24502287
9526,AGO,2023-03-05,24593241
9533,AGO,2023-03-12,24693066
9540,AGO,2023-03-19,24798317
9547,AGO,2023-03-26,24867841
9554,AGO,2023-04-02,24954699
9561,AGO,2023-04-09,25042414
9568,AGO,2023-04-16,25124187
9575,AGO,2023-04-23,25221589
9582,AGO,2023-04-30,25316586
9589,AGO,2023-05-07,25402678
9603,AGO,2023-05-21,25552936
9631,AGO,2023-06-18,25962530
9666,AGO,2023-07-23,26521660
9694,AGO,2023-08-20,26953525
9722,AGO,2023-09-17,27309449
9757,AGO,2023-10-22,27639026
9785,AGO,2023-11-19,27722924
9827,AGO,2023-12-31,27819132
10441,AIA,2021-02-04,0
10450,AIA,2021-02-13,1341
10451,AIA,2021-02-14,2762
10463,AIA,2021-02-26,3929
10474,AIA,2021-03-09,4700
10478,AIA,2021-03-13,5000
10484,AIA,2021-03-19,5348
10508,AIA,2021-04-12,5835
10518,AIA,2021-04-22,6898
10543,AIA,2021-05-17,13235
10554,AIA,2021-05-28,14443
10561,AIA,2021-06-04,14557
10568,AIA,2021-06-11,14937
10575,AIA,2021-06-18,15198
10582,AIA,2021-06-25,15789
10589,AIA,2021-07-02,16460
10596,AIA,2021-07-09,16951
10603,AIA,2021-07-16,17807
10610,AIA,2021-07-23,18001
10617,AIA,2021-07-30,18193
10624,AIA,2021-08-06,18457
10638,AIA,2021-08-20,18458
10652,AIA,2021-09-03,18471
10659,AIA,2021-09-10,18481
10666,AIA,2021-09-17,18565
10673,AIA,2021-09-24,18584
10680,AIA,2021-10-01,18704
10694,AIA,2021-10-15,18705
10715,AIA,2021-11-05,18706
10722,AIA,2021-11-12,18782
10729,AIA,2021-11-19,19066
10739,AIA,2021-11-29,19730
10741,AIA,2021-12-01,19914
10748,AIA,2021-12-08,20284
10785,AIA,2022-01-14,21046
10792,AIA,2022-01-21,21256
10799,AIA,2022-01-28,21449
10804,AIA,2022-02-02,21612
10811,AIA,2022-02-09,21783
10813,AIA,2022-02-11,21783
10818,AIA,2022-02-16,21994
10820,AIA,2022-02-18,21994
10827,AIA,2022-02-25,22165
10832,AIA,2022-03-02,22377
10839,AIA,2022-03-09,22420
10841,AIA,2022-03-11,22420
10848,AIA,2022-03-18,22639
10853,AIA,2022-03-23,22714
10869,AIA,2022-04-08,23126
10897,AIA,2022-05-06,23378
10911,AIA,2022-05-20,23482
10918,AIA,2022-05-27,23601
10932,AIA,2022-06-10,23685
10937,AIA,2022-06-15,23752
10946,AIA,2022-06-24,23926
10960,AIA,2022-07-08,24060
11000,AIA,2022-08-17,24102
11002,AIA,2022-08-19,24102
11037,AIA,2022-09-23,24141
11044,AIA,2022-09-30,24408
11051,AIA,2022-10-07,24412
11065,AIA,2022-10-21,24434
11107,AIA,2022-12-02,24441
11114,AIA,2022-12-09,24441
11139,AIA,2023-01-03,24474
11142,AIA,2023-01-06,24474
11177,AIA,2023-02-10,24489
11198,AIA,2023-03-03,24604
11205,AIA,2023-03-10,24604
12127,ATG,2021-02-16,0
12154,ATG,2021-03-15,24164
12158,ATG,2021-03-19,25677
12164,ATG,2021-03-25,26424
12170,ATG,2021-03-31,26836
12173,ATG,2021-04-03,27032
12184,ATG,2021-04-14,27592
12186,ATG,2021-04-16,28414
12187,ATG,2021-04-17,28639
12192,ATG,2021-04-22,29754
12207,ATG,2021-05-07,31085
12211,ATG,2021-05-11,31262
12217,ATG,2021-05-17,34441
12221,ATG,2021-05-21,39519
12225,ATG,2021-05-25,42009
12226,ATG,2021-05-26,44230
12227,ATG,2021-05-27,45939
12229,ATG,2021-05-29,48347
12231,ATG,2021-05-31,50329
12234,ATG,2021-06-03,51811
12237,ATG,2021-06-06,55578
12238,ATG,2021-06-07,57264
12240,ATG,2021-06-09,58074
12243,ATG,2021-06-12,58727
12246,ATG,2021-06-15,59582
12248,ATG,2021-06-17,62204
12251,ATG,2021-06-20,62809
12260,ATG,2021-06-29,63995
12262,ATG,2021-07-01,64455
12265,ATG,2021-07-04,64696
12267,ATG,2021-07-06,64823
12269,ATG,2021-07-08,65077
12270,ATG,2021-07-09,65337
12274,ATG,2021-07-13,65656
12276,ATG,2021-07-15,65757
12279,ATG,2021-07-18,66124
12281,ATG,2021-07-20,66408
12282,ATG,2021-07-21,66522
12283,ATG,2021-07-22,67847
12286,ATG,2021-07-25,68271
12289,ATG,2021-07-28,68715
12290,ATG,2021-07-29,68850
12294,ATG,2021-08-02,69290
12296,ATG,2021-08-04,69518
12299,ATG,2021-08-07,69903
12302,ATG,2021-08-10,70019
12306,ATG,2021-08-14,71065
12308,ATG,2021-08-16,71434
12311,ATG,2021-08-19,71600
12314,ATG,2021-08-22,72282
12316,ATG,2021-08-24,72902
12320,ATG,2021-08-28,73700
12322,ATG,2021-08-30,74637
12323,ATG,2021-08-31,75069
12330,ATG,2021-09-07,77997
12333,ATG,2021-09-10,79390
12336,ATG,2021-09-13,79922
12340,ATG,2021-09-17,81915
12347,ATG,2021-09-24,89252
12351,ATG,2021-09-28,93318
12355,ATG,2021-10-02,96160
12357,ATG,2021-10-04,97384
12359,ATG,2021-10-06,97831
12362,ATG,2021-10-09,98840
12366,ATG,2021-10-13,99846
12369,ATG,2021-10-16,101390
12372,ATG,2021-10-19,102834
12376,ATG,2021-10-23,104500
12379,ATG,2021-10-26,105502
12383,ATG,2021-10-30,106387
12389,ATG,2021-11-05,108001
12392,ATG,2021-11-08,111186
12400,ATG,2021-11-16,115487
12405,ATG,2021-11-21,116527
12407,ATG,2021-11-23,117072
12410,ATG,2021-11-26,117637
12416,ATG,2021-12-02,118651
12419,ATG,2021-12-05,118765
12424,ATG,2021-12-10,119809
12433,ATG,2021-12-19,120657
12439,ATG,2021-12-25,120786
12443,ATG,2021-12-29,121146
12451,ATG,2022-01-06,121415
12458,ATG,2022-01-13,122215
12471,ATG,2022-01-26,123555
12481,ATG,2022-02-05,123736
12493,ATG,2022-02-17,124455
12504,ATG,2022-02-28,124726
12505,ATG,2022-03-01,125031
12518,ATG,2022-03-14,125386
12535,ATG,2022-03-31,125605
12595,ATG,2022-05-30,125877
12613,ATG,2022-06-17,126122
12663,ATG,2022-08-06,128267
12704,ATG,2022-09-16,136512
13756,ARG,2020-12-29,20495
13757,ARG,2020-12-30,40597
13758,ARG,2020-12-31,43403
13759,ARG,2021-01-01,43532
13760,ARG,2021-01-02,46844
13761,ARG,2021-01-03,47290
13762,ARG,2021-01-04,57753
13763,ARG,2021-01-05,68484
13764,ARG,2021-01-06,78604
13765,ARG,2021-01-07,96838
